wage;educ;exper;tenure;nonwhite;female;married;numdep;smsa;northcen;south;west;construc;ndurman;trcommpu;trade;services;profserv;profocc;clerocc;servocc;lwage;expersq;tenursq
6.25;16;4;3;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1.83258152;16;9
2.599999905;9;4;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0.955511391;16;0
6.630000114;15;21;3;0;1;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;1.891604781;441;9
3.5;12;31;3;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1.252762914;961;9
6.5;12;20;14;0;0;1;3;1;0;0;1;0;0;0;1;0;0;0;0;0;1.871802211;400;196
3;12;36;1;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;1.098612309;1296;1
4.380000114;13;7;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1.477048755;49;0
10;12;15;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;2.302585125;225;0
4.949999809;7;25;17;0;0;1;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1.599387527;625;289
9;17;7;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;0;0;2.197224617;49;0
1.429999948;12;17;0;0;1;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0.35767442;289;0
3.079999924;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1.124929547;9;1
9.329999924;14;12;11;0;0;1;3;0;0;0;0;0;0;0;0;0;1;1;0;0;2.233235121;144;121
7.5;12;18;5;0;0;1;2;0;0;0;1;0;0;0;1;0;0;0;0;0;2.014903069;324;25
4.75;13;47;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1.558144569;2209;1
5.650000095;12;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1.731655598;4;0
15;16;14;2;0;1;1;2;0;0;0;1;0;0;0;0;0;1;1;0;0;2.708050251;196;4
2.269999981;10;2;0;0;1;0;3;0;0;0;1;0;0;0;1;0;0;1;0;0;0.819779813;4;0
4.670000076;15;13;18;0;0;1;3;0;0;0;1;1;0;0;0;0;0;1;0;0;1.541159034;169;324
11.56000042;16;5;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2.447551012;25;1
3.5;14;5;4;1;1;0;2;0;0;0;1;0;0;0;0;0;1;0;1;0;1.252762914;25;16
